table,informant,module,variable,layer,status,disorder,label,value_labels,admin_codes,derivative
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_001__01,item,,,"Was there ever another time in the past when your child did things to hurt himself or herself on purpose, like cut, scratch or burn himself or herself?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_001__02__mo,item,,,"You said in the past, your child did things to hurt himself or herself on purpose: When was that - Month",{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_001__02__yr,item,,,"You said in the past, your child did things to hurt himself or herself on purpose: When was that - Month",{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_002,item,,,Was there ever a time in the past when your child often wished he or she was dead or thought he or she would be better off dead?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_002__01,item,,,Was there ever another time in the past when your child often wished he or she was dead or thought he or she would be better off dead?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_002__02__mo,item,,,"You said in the past, your child often wished he or she was dead or thought he or she would be better off dead: When was that - Month",{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_002__02__yr,item,,,"You said in the past, your child often wished he or she was dead or thought he or she would be better off dead: When was that - Year",{},,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_003,item,,,Was there ever a time when your child thought about wanting to kill himself or herself?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_003__01,item,,,Was there ever another time when your child thought about wanting to kill himself or herself?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_004,item,,,Was there ever a time when your child did something to try to kill himself or herself and actually made a suicide attempt?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__past_004__01,item,,,Was there ever another time when your child did something to try to kill himself or herself and actually made a suicide attempt?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__pres_001,item,,,"Sometimes when kids get upset or feel numb, they may do some things to hurt themselves, like scratching, cutting, or burning themselves. In the past two weeks, how often has your child done any of these things or other things to try to hurt","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__pres_002,item,,,"In the past two weeks, how often has your child wished he or she was dead or had thoughts that he or she would be better off dead?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__pres_003,item,,,"In the past two weeks, how often did your child think about actually wanting to kill himself or herself?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__screen__pres_004,item,,,"In the past two weeks, did your child actually do something to kill himself or herself and make a suicide attempt?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__int__past_dx,diagnosis,past,actv__int,"Diagnosis: Suicidal ideation, active intent - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__int__pres_dx,diagnosis,present,actv__int,"Diagnosis: Suicidal ideation, active intent - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__mthd__past_dx,diagnosis,past,actv__mthd,"Diagnosis: Suicidal ideation, active method - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__mthd__pres_dx,diagnosis,present,actv__mthd,"Diagnosis: Suicidal ideation, active method - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__past_dx,diagnosis,past,actv,"Diagnosis: Suicidal ideation, active non-specific - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__plan__past_dx,diagnosis,past,actv__plan,"Diagnosis: Suicidal ideation, active plan - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__plan__pres_dx,diagnosis,present,actv__plan,"Diagnosis: Suicidal ideation, active plan - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__actv__pres_dx,diagnosis,present,actv,"Diagnosis: Suicidal ideation, active non-specific - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__atmpt__abrt__past_dx,diagnosis,past,atmpt__abrt,Diagnosis: Aborted attempt - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__atmpt__abrt__pres_dx,diagnosis,present,atmpt__abrt,Diagnosis: Aborted attempt - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__atmpt__intr__past_dx,diagnosis,past,atmpt__intr,Diagnosis: Interrupted attempt - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__atmpt__intr__pres_dx,diagnosis,present,atmpt__intr,Diagnosis: Interrupted attempt - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__atmpt__past_dx,diagnosis,past,atmpt,Diagnosis: Suicide attempt - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__atmpt__pres_dx,diagnosis,present,atmpt,Diagnosis: Suicide attempt - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__intrpt__past_sx,item,,,Symptom: Aborted or interrupted suicide attempts - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__intrpt__pres_sx,item,,,Symptom: Aborted or interrupted suicide attempts - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__mthd__past_sx,item,,,"Symptom: Suicide attempt, method - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__mthd__pres_sx,item,,,"Symptom: Suicide attempt, method - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__past_sx,item,,,Symptom: Suicidal attempt - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__pres_sx,item,,,Symptom: Suicidal attempt - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__psbldie__past_sx,item,,,"Symptom: Suicide attempt, thought could die - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__attmpt__psbldie__pres_sx,item,,,"Symptom: Suicide attempt, thought could die - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__idea__past_sx,item,,,Symptom: Suicidal ideation - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__idea__pres_sx,item,,,Symptom: Suicidal ideation - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__imnt__past_dx,diagnosis,past,imnt,Diagnosis: Preparatory actions toward imminent suicidal behavior - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__imnt__pres_dx,diagnosis,present,imnt,Diagnosis: Preparatory actions toward imminent suicidal behavior - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__intnt__past_sx,item,,,"Symptom: Suicidal ideation, intent to act - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__intnt__pres_sx,item,,,"Symptom: Suicidal ideation, intent to act - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__mthd__past_sx,item,,,Symptom: Suicidal ideation thought of method - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__mthd__pres_sx,item,,,Symptom: Suicidal ideation thought of method - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__none__past_dx,diagnosis,past,none,Diagnosis: No past suicidal ideation or behavior - Past [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__none__pres_dx,diagnosis,present,none,Diagnosis: No suicidal ideation or behavior - Present [Parent],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pass__past_dx,diagnosis,past,pass,"Diagnosis: Suicidal ideation, passive - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__pass__pres_dx,diagnosis,present,pass,"Diagnosis: Suicidal ideation, passive - Present [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__past__sx_mean,summary,,,KSADS - Suicidality [Parent] (Symptom - Past): Mean [Validation: No more than 2 missing or declined],{},,True
mh_p_ksads__suic,parent,suic,mh_p_ksads__suic__plan__past_sx,item,,,"Symptom: Suicidal ideation, specific plan - Past [Parent]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
